DOCID,docid,title,titleEng,directors,nation,plots,runtime,rating,genre,repRlsDate,keywords,posters,stlls,vods,audiAcc
F41241,, 보물이 사라졌다,Treasure Hunters,"{'director': [{'directorNm': '필립 매시즈위츠', 'directorEnNm': '', 'directorId': ''}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': '필리핀 마닐라의 섬으로 보물을 찾아 떠난 자매의 고군분투를 그린 액션 영화'}]}",75,15세관람가,"액션,어드벤처",,"필리핀,자매,보물사냥꾼",http://file.koreafilm.or.kr/thm/02/00/04/57/tn_DPF014219.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075574.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075575.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075573.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075576.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075577.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075578.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075579.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075580.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/84/tn_DSFT075581.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17167,, 1박2일 소개팅,(1bak2il sogaeting),"{'director': [{'directorNm': '김영민', 'directorEnNm': '', 'directorId': ''}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '성생활 위기에 빠진 부부의 성행각을 그린 성애 영화'}]}",70,18세관람가(청소년관람불가),에로,,"소개팅,결혼,유부녀",http://file.koreafilm.or.kr/thm/02/00/04/80/tn_DPK013987.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17171,, 능력소녀,Superpower Girl ( Neungnyeoksonyeo ),"{'director': [{'directorNm': '김수영', 'directorEnNm': 'Kim Soo Young', 'directorId': '00050309'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '어떤 교실, 전교 1등으로 부러움을 한 몸에 받는 ‘능력소녀’ 공미나와 반에서 존재감마저 없는 ‘무능력소녀’ 맹주리. 어느 날 갑자기, 미나의 눈꺼풀이 감기지 않고 주리에겐 몰랐던 능력이 찾아오는데… 이들 십대 소녀들에게 펼쳐지는 의외의 일들은 모두를 경악케 한다.'}, {'plotLang': '영어', 'plotText': ""“Superpower girl” Mina, is in the top of her class, the center of attention and the envy of everyone. “No-power girl” Juri is the total opposite, as her classmates sometimes forget she even exists. One day, Mina can't seem to close her eyelids, while Juri discovers her hidden powers.""}]}",24,,"드라마,공포,판타지",,,http://file.koreafilm.or.kr/thm/02/00/04/71/tn_DPK013769.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSKT300171.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSKT300172.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSKT300173.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSKT300174.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSKT300175.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSKT300176.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSKT300177.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F41148,," 안녕, 나의 소녀",Take Me to the Moon,"{'director': [{'directorNm': '사준의', 'directorEnNm': 'Hsieh Chun-Yi', 'directorId': '00203710'}]}",대만,"{'plot': [{'plotLang': '한국어', 'plotText': '눈 떠보니 1997년! 다시 만난 나의 첫사랑, 이번엔 고백할 수 있을까? 1997년 학창시절로 돌아간 소년 드디어 시작된 첫사랑과의 험난한(?) 썸 타기!'}]}",104,12세관람가,"멜로드라마,판타지",20180517,"타임슬립,고교시절,첫사랑,죽음,과거여행",http://file.koreafilm.or.kr/thm/02/00/04/54/tn_DPF014057.jpg|http://file.koreafilm.or.kr/thm/02/00/04/56/tn_DPF014129.jpg|http://file.koreafilm.or.kr/thm/02/00/04/55/tn_DPF014100.jpg|http://file.koreafilm.or.kr/thm/02/00/04/56/tn_DPF014128.jpg|http://file.koreafilm.or.kr/thm/02/00/04/54/tn_DPF014056.jpg|http://file.koreafilm.or.kr/thm/02/00/04/54/tn_DPF014058.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075045.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075046.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075047.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075048.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075049.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075050.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075051.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075052.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075053.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/55/tn_DSFT075054.jpg,"{'vod': [{'vodClass': '예고편(메인 예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/41148/own/videoData'}, {'vodClass': '뮤직비디오(뮤직비디오)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/41148/own/videoData'}, {'vodClass': '예고편(티저 예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/41148/own/videoData'}]}",
F41213,, 바라나시,Hotel Salvation,"{'director': [{'directorNm': '슈브하시슈 부티아니', 'directorEnNm': 'Shubhashish Bhutiani', 'directorId': '00176010'}]}",인도,"{'plot': [{'plotLang': '한국어', 'plotText': '나는 내일 바라나시로 간다!  매일 같은 꿈을 꾸는 77세 다야는 꿈을 대수롭지 않게 여기는 가족들에게 바라나시로 떠나겠다고 선언한다. 회사 일이 바쁜 아들 라지브는 아버지의 뜻을 꺾지 못하고 동행한다. 생의 마지막을 보내면 자유로운 영혼이 될 수 있다고 알려진 바라나시. 그곳의 호텔 샐베이션에서 두 사람은 불편한 동거를 시작한다. 고집불통 아버지와 소통불가 아들의 껄끄럽고(?) 낯선 바라나시 여행!'}]}",99,전체관람가,"코메디,드라마",201805,"죽음,죽음준비,수행,구원,아버지와아들",http://file.koreafilm.or.kr/thm/02/00/04/52/tn_DPF013965.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074599.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074600.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074601.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074602.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074603.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074604.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074605.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/48/tn_DSFT074598.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17109,, 마피아 게임,Mafia Game,"{'director': [{'directorNm': '김동후', 'directorEnNm': 'Kim dong-hu', 'directorId': '00146510'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '모든 것을 두고 가든지, 모든 것을 가져간다카지노 사업의 위임을 두고 경쟁하던 ‘한병철’회장과 ‘김석환’ 한동건설 측은 고심 끝에 ‘한병철’회장과 계약을 체결한다. 이 소식을 듣게 된 ‘김석환’은 ‘한병철’회장의 약점을 이용해 계약을 철회하라고 협박한다. ‘한병철’회장은 ‘김석환’에게 지분의 일부는 넘겨주겠다는 제안을 하지만 ‘김석환’은 결코 물러서지 않고, 분노가 끝에 다른 ‘한병철’회장은 총기를 꺼내들며 목숨을 건 위험한 게임을 제안하는데…   끝없는 탐욕의 핏빛 느와르가 시작된다!'}]}",30,18세관람가(청소년관람불가),스릴러,20180405,"카지노,이권다툼,인간본성,자본주의,탐욕",http://file.koreafilm.or.kr/thm/02/00/04/56/tn_DPK012981.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293439.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293440.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293441.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293442.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293443.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293444.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293445.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293446.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/60/tn_DSKT293447.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17102,, 나인데이즈,Nine days,"{'director': [{'directorNm': '권양헌', 'directorEnNm': 'Kwon Yang-heon', 'directorId': '00136447'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '중동전쟁 중 종군기자 선주가 피랍되어, 9일 동안 일어나나는 사건을 담은 영화로 태석은 포로에게 미사일의 위치를 말하라고 갖은 고문을 행하는데, 살기 위해 거짓된 정보를 알려준다.허위 정보인 것을 확인한 태석은 선주를 죽이겠다고 바른대로 말하라고 협박을 하는데…'}]}",27,15세관람가,"전쟁,스릴러,드라마",,"중동전쟁,종군기자,구출작전,구출,VR영화",http://file.koreafilm.or.kr/thm/02/00/04/67/tn_DPK013465.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17106,, 흥부: 글로 세상을 바꾼 자,Heung-boo: The Revolutionist (Heung-bu),"{'director': [{'directorNm': '조근현', 'directorEnNm': 'Jo Geun-hyeon', 'directorId': '00020687'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '내가 쓴 흥부전 궁금하지 않소”아무도 몰랐던 형제, 흥부 - 놀부 양반들의 권력 다툼으로 백성들의 삶이 날로 피폐해져 가던 조선 헌종 14년. 붓 하나로 조선 팔도를 들썩이게 만든 천재작가 ‘흥부’는 어릴 적 홍경래의 난으로 헤어진 형 ‘놀부’를 찾기 위해 글로써 자신의 이름을 알리려 한다. 모두가 알고 있는 형제, 조혁 - 조항리 수소문 끝에 형의 소식을 알고 있다는 ‘조혁’을 만나게 된 ‘흥부’는 모 잃은 아이들을 돌보며 백성들의 정신적 지도자로 존경 받는 ‘조혁’을 통해 새로운 깨달음을 얻는다. 한편, 백성을 생각하는 동생 ‘조혁’과 달리 권세에 눈이 먼 형 ‘조항리’의 야욕을 목격한 ‘흥부’는 전혀 다른 이 두 형제의 이야기를 쓰기로 결심한다. 그렇게 탄생한 ‘흥부전’은 순식간에 조선 전역에 퍼져나가고, 를 지켜보던 ‘조항리’는 그를 이용해 조선을 삼킬 음모를 계획하는데…'}, {'plotLang': '영어', 'plotText': 'During a time of poverty and despair in the Joseon Dynasty of Korea, a satirical street play that pokes fun at the ruling class while giving a prophecy of ‘a new leader to save the world’ becomes immensely popular among the people. The author of the fable, Heungbu, subsequently gains fame around the country and is sought after by both the oppressive political power and the rebellion leader who want to use his name and talent for their differing agendas.'}]}",105,12세관람가,"드라마,시대극/사극",20180214,"고전의영화화,조선시대,형제,욕심,흥부전,고전의재해석,유작",http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013358.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013360.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013361.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013362.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013363.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013364.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013366.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013367.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013368.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013369.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013370.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013359.jpg|http://file.koreafilm.or.kr/thm/02/00/04/65/tn_DPK013365.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298391.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298392.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298393.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298394.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298395.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298396.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298397.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298398.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/33/tn_DSKT298390.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
A08276,, 예스 평창!,Yes PyeongChang!,"{'director': [{'directorNm': '백철기', 'directorEnNm': 'Baek Chulki', 'directorId': '00206250'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '“올림픽 역사상 유례없는 유치 행보를 시작한 주인공들의 감동 무비가 시작된다!”세계적인 도시들 틈에서 아무런 주목도 받지 못하던 평창, 2003년 동계 올림픽 첫 유치 도전 이후 두 번의 쓰디쓴 고배를 마신 강원도 평창이  2011년 7월 드디어! 세 번의 도전 끝에 남아공 더반에서 평창의 승전보가 울려 퍼지게 되는데…  끝나지 않은 평창의 감동이 다시 시작된다!'}]}",90,전체관람가,"기업ㆍ기관ㆍ단체,스포츠",20180308,"평창동계올림픽,평창올림픽,올림픽유치",http://file.koreafilm.or.kr/thm/02/00/04/52/tn_DPA000717.jpg,,"{'vod': [{'vodClass': '예고편(30초예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/A/08276/own/videoData'}, {'vodClass': '예고편(메인예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/A/08276/own/videoData'}, {'vodClass': '엔딩크레딧(엔딩크레딧)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/A/08276/own/videoData'}]}",
K17097,, 터닝메카드W: 반다인의 비밀 특별판,Turning mecards w: secret of bandain (Teo-ning-me-ka-deu W: Ban-da-in-ui Bi-mil),"{'director': [{'directorNm': '홍현표', 'directorEnNm': 'Hong Hyeon-pyo', 'directorId': '00156961'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': ""강력한 메카니멀의 탄생!운명을 건 배틀이 다시 시작된다!평화로운 나날을 보내고 있는 나찬과 친구들. 프랭클린 박사의 호출로 나찬과 이소벨, 반다인은  트라이포스로 향하고 연구소에서 탄생한 새로운 메카니멀들을 테이밍한 후 직접 교육해야 하는  임무를 맡는다.  윙나이트'와 '윙레오', '하이테로', 각각 영혼을 가진 네 개의 발사체인 '사성수'를 이끄는 '마스터'.  나찬과 이소벨, 반다인은 각자 메카니멀 레이더로 새롭고 강력해진 메카니멀을 추적해 테이밍한다.  한편 다시 만난 반다인은 험악한 표정으로 나찬에게 갑작스러운 메카니멀 배틀을 신청하는데...""}, {'plotLang': '영어', 'plotText': 'Birth of powerful mechanimals! The destiny depends upon this battle! Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and Bandain undertake an important assignment, which is to educate new mechanimals born in the lab. Wing knight, Wing leo, High tero and Master leads four sacred mechanimals. They have to track and tame newer, stronger mechanimals. However Bandain challenge Nachan to an unexpected duel.'}]}",76,전체관람가,"어드벤처,판타지",,"변신로봇,정의의용사",http://file.koreafilm.or.kr/thm/02/00/04/67/tn_DPK013464.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298693.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298700.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298694.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298695.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298696.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298697.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298698.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/42/tn_DSKT298699.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17137,, 그날의 기억,(Geunarui-gieok),"{'director': [{'directorNm': '김동후', 'directorEnNm': 'Kim dong-hu', 'directorId': '00146510'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '시한부 선고를 받은 가장이 가족과의 갈등을 극복하고 행복을 깨닫게 되는 영화'}]}",72,12세관람가,"드라마,가족",,"가족불화,가정불화,시한부,가장,극복",http://file.koreafilm.or.kr/thm/02/00/04/53/tn_DPK012815.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/57/tn_DSKT293273.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/57/tn_DSKT293274.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/57/tn_DSKT293275.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSKT293069.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSKT293070.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSKT293071.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSKT293072.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSKT293073.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSKT293074.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSKT293075.jpg,"{'vod': [{'vodClass': '엔딩크레딧(엔딩크레딧)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/17137/own/videoData'}]}",
F41218,, 얼리맨,Early Man,"{'director': [{'directorNm': '닉 파크', 'directorEnNm': 'Nick Park', 'directorId': '00105572'}]}",영국,"{'plot': [{'plotLang': '한국어', 'plotText': ""'월레스'와 '그로밋'이 있기 전... 얼리맨, 그들이 있었다!공룡과 산토끼가 오순도순 정답게 살던 아주 옛날, 옛날, 머어어언 옛날..엉뚱하고 발랄한 얼리맨들이 모여 사는 평화로운 석기 마을이 있다. 작은 토끼 대신 겁나 큰 매머드를 사냥하고픈 용감한 소년 '더그'(에디 레드메인)와 그의 베프 멧돼지 '호그놉'은 이 마을의 핵심 사고뭉치!어느 날, 세계 정복을 꿈꾸는 청동기 왕국의 허당 악당 '누스'(톰 히들스턴) 총독이 쳐들어 오고 석기 마을은 그의 손에 넘어가버린다. 마을을 되찾고 싶은 '더그'와 '호그놉'에게 '누스'총독은 엄청난 대결을 제안한다. '더그'와 '호그놉'은 청동기 왕국의 '구나'(메이지 윌리암스)를 리더로 영입하고 친구들을 모아 오합지졸 팀을 꾸리는데… '더그'팀은 의욕 제로, 자신감 제로인 팀을 이끌고 석기 마을 VS 청동기 왕국의 인류 최초, 한.판.승.부에서 이길 수 있을까?""}]}",89,전체관람가,어드벤처,20180503,"월레스와 그로밋,클레이애니메이션,석기시대,청동기,매머드,원시인",http://file.koreafilm.or.kr/thm/02/00/04/53/tn_DPF014008.jpg|http://file.koreafilm.or.kr/thm/02/00/04/53/tn_DPF014010.jpg|http://file.koreafilm.or.kr/thm/02/00/04/55/tn_DPF014114.jpg|http://file.koreafilm.or.kr/thm/02/00/04/55/tn_DPF014112.jpg|http://file.koreafilm.or.kr/thm/02/00/04/55/tn_DPF014113.jpg|http://file.koreafilm.or.kr/thm/02/00/04/53/tn_DPF014009.jpg|http://file.koreafilm.or.kr/thm/02/00/04/55/tn_DPF014111.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075207.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075208.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075209.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075210.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075211.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075212.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075213.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075214.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075215.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/51/tn_DSFT074800.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K17178,, 마이 케미컬 러브,My Chemical Love,"{'director': [{'directorNm': '문인수', 'directorEnNm': 'Moon In-soo', 'directorId': '00168427'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '새벽 6시 수업을 맡게 된 토익강사 선주(32)와 보조출연으로 오천만 관객을 달성한 윤기가 각자의 아침을 맞이한다. 둘의 사랑은 지켜질 수 있을까?'}]}",30,,"드라마,멜로드라마",,,http://file.koreafilm.or.kr/thm/02/00/04/71/tn_DPK013770.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/66/tn_DSKT300198.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F41248,, 극장판 페어리 테일: 드래곤 크라이,Fairy Tail: Dragon Cry,"{'director': [{'directorNm': '미나미카와 타츠마', 'directorEnNm': '', 'directorId': ''}]}",일본,"{'plot': [{'plotLang': '한국어', 'plotText': ""죽은 용들의 분노와 슬픔이 깃든 지팡이, '드래곤 크라이'! 과연 '페어리 테일'은 빼앗긴 지팡이를 되찾고, 세계를 지켜낼 수 있을 것인가?!피오레 왕국의 신전엔 용들의 분노와 슬픔이 봉인된 지팡이 '드래곤 크라이'가 잠들어 있다. 그러던 어느 날, 엄청난 힘을 지닌 전설의 지팡이는 왕국의 반역자 '재쉬'에게 빼앗겨 스텔라 왕국의 국왕 '아니무스'의 손에 넘어가게 된다. 세계 최강의 마도사 길드 '페어리 테일'은 '드래곤 크라이'의 회수를 의뢰 받고 스텔라 왕국에 잠입하게 되는데... 과연 '페어리 테일'은 '드래곤 크라이'를 제자리에 돌려놓고 세계를 구해낼 수 있을까?  '페어리 테일'의 운명을 건 최후의 전투가 시작된다!""}]}",85,12세관람가,"판타지,어드벤처",20180500,,http://file.koreafilm.or.kr/thm/02/00/04/55/tn_DPF014104.jpg|http://file.koreafilm.or.kr/thm/02/00/04/55/tn_DPF014105.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075201.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075202.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075203.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075204.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075205.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/59/tn_DSFT075206.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F41417,, 아이 필 프리티,I Feel PRETTY,"{'director': [{'directorNm': '애비 콘', 'directorEnNm': 'Abby Kohn', 'directorId': '00052177'}, {'directorNm': '마크 실버스타인', 'directorEnNm': 'Marc Silverstein', 'directorId': '00098875'}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': '“예뻐져라.. 예뻐져라.. 엇! 진짜 예뻐졌네?!”뛰어난 패션센스에 매력적인 성격이지만 통통한 몸매가 불만인 ‘르네’ 하아.. 예뻐지기만 하면 뭐든 다 할 수 있을 것만 같다. 하늘에 온 마음을 담아 간절히 소원을 빌지만 당연히 달라지는 건 1%도 없고. 오늘도 헬스클럽에서 스피닝에 열중하는 ‘르네’! 집중! 또 집중! 난 할 수 있다! 예뻐질 수 있다..!!! 그러나 과도한 열정은 오히려 독이 되는 법. 미친 듯이 페달을 밟다가 헬스 클럽 바닥에 내동댕이쳐져 머리를 부딪히고.. 지끈지끈한 머리, 창피해서 빨개진 얼굴로 겨우 일어났는데 뭔가 이상하다! 헐, 거울 속의 내가… 좀 예쁘다?!   드디어 소원성취한 ‘르네’의 참을 수 없는 웃음이 터진다!'}]}",110,15세관람가,코메디,20180606,"코미디언,비만녀,착시현상,자신감,삶의변화,외모지상주의,변신",http://file.koreafilm.or.kr/thm/02/00/04/56/tn_DPF014163.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075401.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075402.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075403.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075404.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075405.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075406.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075407.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075408.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075409.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/72/tn_DSFT075410.jpg,"{'vod': [{'vodClass': '예고편(메인예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/41417/own/videoData'}, {'vodClass': '예고편(30초 예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/41417/own/videoData'}]}",
K17308,, 다시 만날 날까지,Until We Meet Again (Dasi mannal nalkkaji),"{'director': [{'directorNm': '도금주', 'directorEnNm': 'Do keum-joo', 'directorId': '00205360'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '낯선 사내를 따라 어디론가 외출하는 여인. 그곳엔 누군가 여인을 기다리고 있다.'}, {'plotLang': '영어', 'plotText': 'A woman leave the house with an unfamiliar man. Somebody is waiting for the woman.'}]}",7,,드라마,,,http://file.koreafilm.or.kr/thm/02/00/04/72/tn_DPK013800.jpg|http://file.koreafilm.or.kr/thm/02/00/04/72/tn_DPK013799.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/68/tn_DSKT300335.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/68/tn_DSKT300336.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
